Player.Name,season,defence_def_rtg,predicted_defensive_score,offence,predicted_offensive_score,player_name
alex-ducas-1,2020-21,1527.28,1831.4762658568134,291.72,117.66916956416162,alex-ducas-1_2020-21
alex-ducas-1,2021-22,1518.45,1620.0791012568388,651.5500000000001,265.29514763964414,alex-ducas-1_2021-22
alex-floresca-1,2018-19,1973.12,1739.8777801679344,-112.4,95.7777878146619,alex-floresca-1_2018-19
alex-fudge-1,2021-22,2004.9700000000005,2119.706251975391,-18.76,132.0731224620813,alex-fudge-1_2021-22
alex-hemenway-1,2019-20,1186.9,974.054191731133,101.4,104.81191072727302,alex-hemenway-1_2019-20
alex-hemenway-1,2020-21,1084.0600000000002,1245.4181838320778,64.6,156.48492330171007,alex-hemenway-1_2020-21
alex-hemenway-1,2021-22,916.04,1190.3080718764713,94.5,67.27329306969477,alex-hemenway-1_2021-22
alex-hobbs-1,2018-19,1352.6800000000003,1525.0705739724372,32.0,130.14464211805182,alex-hobbs-1_2018-19
alex-holt-1,2020-21,1693.4799999999998,1861.9715943107703,-38.25,-146.61502174498835,alex-holt-1_2020-21
alex-holt-1,2021-22,2170.48,1855.7409931068578,-121.44,-25.6721990649462,alex-holt-1_2021-22
alex-huibregtse-1,2020-21,1341.16,1189.0976654930969,-34.739999999999995,-94.3793226075671,alex-huibregtse-1_2020-21
alex-hunter-1,2018-19,1333.66,1214.0207367310059,258.88000000000005,121.68203545296024,alex-hunter-1_2018-19
alex-hunter-1,2019-20,1351.36,1258.82240951437,236.35,194.69456746008314,alex-hunter-1_2019-20
alex-hunter-1,2020-21,1147.92,1253.4634452018504,259.71,199.22551646552563,alex-hunter-1_2020-21
alex-king-1,2018-19,1478.68,1646.347192403041,-231.26,-146.20569799821536,alex-king-1_2018-19
alex-king-1,2019-20,1721.3200000000002,1653.7086132645645,7.32,-143.9390596871532,alex-king-1_2019-20
alex-lomax-1,2018-19,1351.0,1353.887340391268,264.44000000000005,120.74488791628869,alex-lomax-1_2018-19
alex-lomax-1,2019-20,1436.9,1399.9040975092812,256.90000000000003,281.41805297781434,alex-lomax-1_2019-20
alex-lomax-1,2020-21,1417.96,1434.016236102269,221.91,252.76769216935133,alex-lomax-1_2020-21
alex-lomax-1,2021-22,1463.24,1384.3404703374385,238.68,250.9742142666264,alex-lomax-1_2021-22
alex-merkviladze-1,2020-21,2057.16,2180.9847310620826,-204.4,-17.455682975781144,alex-merkviladze-1_2020-21
alex-merkviladze-1,2021-22,2224.18,1881.0310712856462,89.3,-59.93655433568671,alex-merkviladze-1_2021-22
alex-morales-1,2019-20,2021.0,1952.9205020088293,261.0,-44.334636178341384,alex-morales-1_2019-20
alex-morales-1,2020-21,2176.66,2045.4465011370248,486.6,218.22696109405047,alex-morales-1_2020-21
alex-olesinski-1,2018-19,2097.27,2000.4207328873235,55.8,85.7379368824403,alex-olesinski-1_2018-19
alex-reed-1,2018-19,2043.8800000000003,1823.747650315966,-165.79000000000002,-49.641619588048684,alex-reed-1_2018-19
alex-reese-1,2018-19,2079.0,1852.288579231862,146.38,217.28325209872673,alex-reese-1_2018-19
alex-reese-1,2019-20,1826.96,1982.8585116145323,190.23,219.39537929814503,alex-reese-1_2019-20
alex-rivera-1,2018-19,1013.8,1452.2045829922163,-213.3,-144.56002934279408,alex-rivera-1_2018-19
alex-rivera-1,2020-21,1578.95,1174.5468147885354,-136.32,-169.90226234114704,alex-rivera-1_2020-21
alex-rivera-1,2021-22,1905.5600000000004,1317.9202915130359,-55.5,-86.98725454953029,alex-rivera-1_2021-22
alex-tew-1,2021-22,1823.67,2089.007880423962,-43.2,-122.25350313496821,alex-tew-1_2021-22
